latitude,longitude,bright_ti4,acq_date,acq_time,satellite,instrument,confidence,version,frp,daynight
40.66577,-122.38076,329.3,2026-08-22,0922,N,VIIRS,n,2.0NRT,10.0,N
40.6613,-122.37861,340.3,2026-08-22,0942,N,VIIRS,n,2.0NRT,10.0,N
40.66941,-122.3875,346.8,2026-08-22,0852,N,VIIRS,n,2.0NRT,10.0,N
40.66742,-122.3769,346.5,2026-08-22,0912,N,VIIRS,n,2.0NRT,10.0,N
40.66775,-122.38888,339.9,2026-08-22,0842,N,VIIRS,n,2.0NRT,10.0,N
40.66782,-122.37906,345.8,2026-08-22,0852,N,VIIRS,n,2.0NRT,10.0,N
40.67136,-122.39341,343.0,2026-08-22,0842,N,VIIRS,n,2.0NRT,10.0,N
40.66614,-122.37211,331.0,2026-08-22,0832,N,VIIRS,n,2.0NRT,10.0,N
40.67388,-122.38943,338.9,2026-08-22,1042,N,VIIRS,n,2.0NRT,10.0,N
40.66746,-122.36875,343.2,2026-08-22,0842,N,VIIRS,n,2.0NRT,10.0,N
40.676,-122.39619,342.3,2026-08-22,0952,N,VIIRS,n,2.0NRT,10.0,N
40.67139,-122.36892,354.3,2026-08-22,0922,N,VIIRS,n,2.0NRT,10.0,N
40.67862,-122.39076,347.1,2026-08-22,0802,N,VIIRS,n,2.0NRT,10.0,N
40.67174,-122.36705,341.7,2026-08-22,0942,N,VIIRS,n,2.0NRT,10.0,N
40.681,-122.39884,340.8,2026-08-22,1012,N,VIIRS,n,2.0NRT,10.0,N
40.67225,-122.36817,345.9,2026-08-22,0832,N,VIIRS,n,2.0NRT,10.0,N
40.68208,-122.3975,331.0,2026-08-22,1042,N,VIIRS,n,2.0NRT,10.0,N
40.67304,-122.36037,336.2,2026-08-22,0922,N,VIIRS,n,2.0NRT,10.0,N
40.68481,-122.39774,339.2,2026-08-22,0952,N,VIIRS,n,2.0NRT,10.0,N
40.67446,-122.36385,331.7,2026-08-22,0842,N,VIIRS,n,2.0NRT,10.0,N
40.68859,-122.40203,342.5,2026-08-22,0942,N,VIIRS,n,2.0NRT,10.0,N
40.68169,-122.36206,341.2,2026-08-22,0952,N,VIIRS,n,2.0NRT,10.0,N
40.6896,-122.40054,326.0,2026-08-22,1032,N,VIIRS,n,2.0NRT,10.0,N
40.68216,-122.35738,341.6,2026-08-22,0812,N,VIIRS,n,2.0NRT,10.0,N
40.69261,-122.40328,326.3,2026-08-22,1032,N,VIIRS,n,2.0NRT,10.0,N
40.67954,-122.35638,340.8,2026-08-22,1052,N,VIIRS,n,2.0NRT,10.0,N
40.69424,-122.4022,332.0,2026-08-22,0802,N,VIIRS,n,2.0NRT,10.0,N
40.67838,-122.35356,351.5,2026-08-22,0802,N,VIIRS,n,2.0NRT,10.0,N
40.69784,-122.40659,336.8,2026-08-22,0842,N,VIIRS,n,2.0NRT,10.0,N
40.68266,-122.3503,339.8,2026-08-22,0932,N,VIIRS,n,2.0NRT,10.0,N
40.69712,-122.40703,345.5,2026-08-22,0822,N,VIIRS,n,2.0NRT,10.0,N
40.68362,-122.34964,340.7,2026-08-22,0902,N,VIIRS,n,2.0NRT,10.0,N
39.3173,-120.84544,334.1,2026-08-22,0922,N,VIIRS,n,2.0NRT,19.7,N
39.29219,-120.84396,330.4,2026-08-22,0912,N,VIIRS,n,2.0NRT,41.5,N
39.29703,-120.85519,340.0,2026-08-22,0922,N,VIIRS,n,2.0NRT,36.9,N
39.30682,-120.85443,338.0,2026-08-22,0832,N,VIIRS,n,2.0NRT,14.4,N
39.31204,-120.85697,337.3,2026-08-22,0932,N,VIIRS,n,2.0NRT,16.3,N
39.29843,-120.85591,337.5,2026-08-22,0842,N,VIIRS,n,2.0NRT,25.4,N
39.29891,-120.84011,345.8,2026-08-22,0952,N,VIIRS,n,2.0NRT,18.3,N
39.30966,-120.83461,340.0,2026-08-22,1012,N,VIIRS,n,2.0NRT,2.2,N
39.32441,-120.85928,345.6,2026-08-22,0832,N,VIIRS,n,2.0NRT,12.5,N
39.30463,-120.86059,344.6,2026-08-22,0812,N,VIIRS,n,2.0NRT,14.9,N
39.297,-120.85567,344.0,2026-08-22,1022,N,VIIRS,n,2.0NRT,29.1,N
39.29449,-120.85947,340.3,2026-08-22,0812,N,VIIRS,n,2.0NRT,15.3,N
39.3027,-120.86095,340.5,2026-08-22,0932,N,VIIRS,n,2.0NRT,24.9,N
39.31158,-120.85826,334.6,2026-08-22,0912,N,VIIRS,n,2.0NRT,14.9,N
39.32929,-120.85406,331.0,2026-08-22,1022,N,VIIRS,n,2.0NRT,18.5,N
39.30465,-120.86166,333.3,2026-08-22,0802,N,VIIRS,n,2.0NRT,2.0,N
39.31935,-120.83992,341.4,2026-08-22,1012,N,VIIRS,n,2.0NRT,29.4,N
39.30667,-120.86212,335.8,2026-08-22,1002,N,VIIRS,n,2.0NRT,29.6,N
39.3059,-120.86009,331.6,2026-08-22,0822,N,VIIRS,n,2.0NRT,37.5,N
39.31716,-120.84272,346.1,2026-08-22,0952,N,VIIRS,n,2.0NRT,6.8,N
41.05157,-123.30809,333.5,2026-08-22,0952,N,VIIRS,n,2.0NRT,10.5,N
41.05679,-123.30971,339.2,2026-08-22,0852,N,VIIRS,n,2.0NRT,15.6,N
41.05236,-123.29728,340.9,2026-08-22,1052,N,VIIRS,n,2.0NRT,2.6,N
41.04438,-123.31216,343.1,2026-08-22,1002,N,VIIRS,n,2.0NRT,10.3,N
41.03806,-123.31664,331.2,2026-08-22,1002,N,VIIRS,n,2.0NRT,15.2,N
41.03172,-123.2987,346.8,2026-08-22,1032,N,VIIRS,n,2.0NRT,15.2,N
41.06809,-123.29175,333.9,2026-08-22,0822,N,VIIRS,n,2.0NRT,2.5,N
41.03374,-123.29875,337.6,2026-08-22,0952,N,VIIRS,n,2.0NRT,12.6,N
41.06422,-123.31057,349.6,2026-08-22,0922,N,VIIRS,n,2.0NRT,17.8,N
41.05101,-123.32608,335.2,2026-08-22,0952,N,VIIRS,n,2.0NRT,2.6,N
41.05267,-123.31664,326.9,2026-08-22,0902,N,VIIRS,n,2.0NRT,8.1,N
41.052,-123.32161,334.5,2026-08-22,0802,N,VIIRS,n,2.0NRT,1.1,N
41.05543,-123.29575,341.5,2026-08-22,0922,N,VIIRS,n,2.0NRT,26.2,N
41.04217,-123.31737,333.9,2026-08-22,0822,N,VIIRS,n,2.0NRT,4.3,N
41.02844,-123.30866,336.5,2026-08-22,0952,N,VIIRS,n,2.0NRT,2.5,N
41.04418,-123.32151,338.6,2026-08-22,0842,N,VIIRS,n,2.0NRT,4.4,N
41.05485,-123.29162,353.3,2026-08-22,1002,N,VIIRS,n,2.0NRT,7.0,N
41.04911,-123.2983,341.5,2026-08-22,1022,N,VIIRS,n,2.0NRT,4.3,N
41.05797,-123.29636,333.3,2026-08-22,0852,N,VIIRS,n,2.0NRT,16.1,N
41.04693,-123.29295,350.7,2026-08-22,0822,N,VIIRS,n,2.0NRT,11.8,N
41.06697,-123.3074,341.0,2026-08-22,1032,N,VIIRS,n,2.0NRT,7.4,N
41.0577,-123.31293,342.9,2026-08-22,1032,N,VIIRS,n,2.0NRT,4.3,N
41.05217,-123.27825,339.6,2026-08-22,1052,N,VIIRS,n,2.0NRT,3.8,N
41.05489,-123.29229,324.4,2026-08-22,1022,N,VIIRS,n,2.0NRT,1.8,N
41.0444,-123.29369,337.0,2026-08-22,1012,N,VIIRS,n,2.0NRT,5.1,N
41.04748,-123.30186,344.4,2026-08-22,1042,N,VIIRS,n,2.0NRT,5.4,N
41.0471,-123.29202,341.8,2026-08-22,0922,N,VIIRS,n,2.0NRT,14.9,N
41.04233,-123.30206,335.4,2026-08-22,0922,N,VIIRS,n,2.0NRT,12.0,N
41.0364,-123.29009,343.0,2026-08-22,0852,N,VIIRS,n,2.0NRT,3.1,N
41.05545,-123.29168,332.7,2026-08-22,0902,N,VIIRS,n,2.0NRT,2.7,N
41.05965,-123.29312,340.3,2026-08-22,0842,N,VIIRS,n,2.0NRT,39.4,N
41.05392,-123.29096,336.4,2026-08-22,0942,N,VIIRS,n,2.0NRT,5.0,N
35.42,-119.05,331.3,2026-08-22,0922,N,VIIRS,n,2.0NRT,4.0,N
35.423,-119.05,341.6,2026-08-22,0832,N,VIIRS,n,2.0NRT,4.0,N
35.417,-119.05,338.1,2026-08-22,1012,N,VIIRS,n,2.0NRT,4.0,N
40.68833,-122.38061,340.6,2026-08-23,1032,N,VIIRS,n,2.0NRT,6.7,N
40.68008,-122.38372,333.4,2026-08-23,0802,N,VIIRS,n,2.0NRT,12.5,N
40.6635,-122.40673,353.1,2026-08-23,1032,N,VIIRS,n,2.0NRT,13.1,N
40.63242,-122.38497,332.3,2026-08-23,1042,N,VIIRS,n,2.0NRT,16.6,N
40.67107,-122.40444,339.8,2026-08-23,1042,N,VIIRS,n,2.0NRT,5.2,N
40.66934,-122.37898,347.4,2026-08-23,0842,N,VIIRS,n,2.0NRT,5.3,N
40.62904,-122.39739,343.0,2026-08-23,1002,N,VIIRS,n,2.0NRT,3.1,N
40.67774,-122.37265,339.7,2026-08-23,1042,N,VIIRS,n,2.0NRT,2.4,N
40.64808,-122.37699,344.1,2026-08-23,0822,N,VIIRS,n,2.0NRT,4.6,N
40.68943,-122.36524,342.0,2026-08-23,0922,N,VIIRS,n,2.0NRT,23.7,N
40.66819,-122.38889,325.7,2026-08-23,1002,N,VIIRS,n,2.0NRT,24.5,N
40.65804,-122.37111,342.9,2026-08-23,0812,N,VIIRS,n,2.0NRT,13.0,N
40.67371,-122.36804,328.9,2026-08-23,0952,N,VIIRS,n,2.0NRT,18.1,N
40.67251,-122.36444,343.8,2026-08-23,1002,N,VIIRS,n,2.0NRT,15.8,N
40.6718,-122.36509,332.3,2026-08-23,0812,N,VIIRS,n,2.0NRT,12.9,N
40.68655,-122.39529,347.4,2026-08-23,0822,N,VIIRS,n,2.0NRT,7.4,N
40.63565,-122.35067,342.8,2026-08-23,0842,N,VIIRS,n,2.0NRT,24.8,N
40.67488,-122.41258,345.8,2026-08-23,0902,N,VIIRS,n,2.0NRT,19.2,N
40.65644,-122.36533,347.2,2026-08-23,1012,N,VIIRS,n,2.0NRT,16.2,N
40.66469,-122.38973,355.4,2026-08-23,1052,N,VIIRS,n,2.0NRT,25.7,N
40.69662,-122.3999,337.1,2026-08-23,0952,N,VIIRS,n,2.0NRT,7.7,N
40.65484,-122.37598,351.6,2026-08-23,0832,N,VIIRS,n,2.0NRT,15.3,N
40.67742,-122.37057,345.0,2026-08-23,1002,N,VIIRS,n,2.0NRT,27.7,N
40.68731,-122.37623,343.0,2026-08-23,1042,N,VIIRS,n,2.0NRT,28.9,N
40.6793,-122.38492,353.4,2026-08-23,0932,N,VIIRS,n,2.0NRT,9.3,N
40.67119,-122.37796,346.8,2026-08-23,1012,N,VIIRS,n,2.0NRT,15.9,N
40.67409,-122.36532,326.7,2026-08-23,0832,N,VIIRS,n,2.0NRT,0.7,N
40.68055,-122.37916,334.6,2026-08-23,0812,N,VIIRS,n,2.0NRT,13.3,N
40.65463,-122.37871,337.1,2026-08-23,0842,N,VIIRS,n,2.0NRT,14.2,N
40.66947,-122.37633,346.3,2026-08-23,0802,N,VIIRS,n,2.0NRT,58.8,N
40.71192,-122.38995,327.7,2026-08-23,0902,N,VIIRS,n,2.0NRT,30.8,N
40.67802,-122.3597,338.9,2026-08-23,0912,N,VIIRS,n,2.0NRT,20.6,N
40.67186,-122.33558,343.9,2026-08-23,0842,N,VIIRS,n,2.0NRT,31.2,N
40.66282,-122.37384,332.9,2026-08-23,0812,N,VIIRS,n,2.0NRT,11.3,N
40.65482,-122.38668,347.3,2026-08-23,0952,N,VIIRS,n,2.0NRT,13.1,N
40.67473,-122.36392,337.9,2026-08-23,0832,N,VIIRS,n,2.0NRT,32.4,N
40.67606,-122.35608,346.7,2026-08-23,1032,N,VIIRS,n,2.0NRT,52.8,N
40.6682,-122.38631,333.4,2026-08-23,0812,N,VIIRS,n,2.0NRT,5.4,N
40.72138,-122.37251,337.9,2026-08-23,1042,N,VIIRS,n,2.0NRT,10.7,N
40.65633,-122.39319,340.3,2026-08-23,0842,N,VIIRS,n,2.0NRT,16.8,N
40.65209,-122.36221,330.8,2026-08-23,0912,N,VIIRS,n,2.0NRT,9.4,N
40.66308,-122.37758,330.3,2026-08-23,0832,N,VIIRS,n,2.0NRT,19.0,N
40.66879,-122.3661,328.2,2026-08-23,0902,N,VIIRS,n,2.0NRT,25.0,N
40.65391,-122.40044,334.7,2026-08-23,1032,N,VIIRS,n,2.0NRT,2.2,N
40.67426,-122.36858,336.1,2026-08-23,1032,N,VIIRS,n,2.0NRT,8.1,N
40.67632,-122.39538,341.7,2026-08-23,0842,N,VIIRS,n,2.0NRT,8.1,N
40.68287,-122.39413,341.7,2026-08-23,1032,N,VIIRS,n,2.0NRT,5.5,N
40.66009,-122.39794,334.6,2026-08-23,0932,N,VIIRS,n,2.0NRT,0.7,N
40.69472,-122.36796,346.7,2026-08-23,0932,N,VIIRS,n,2.0NRT,2.1,N
40.68149,-122.3563,343.7,2026-08-23,1052,N,VIIRS,n,2.0NRT,6.1,N
40.72344,-122.41248,349.3,2026-08-23,0802,N,VIIRS,n,2.0NRT,1.6,N
40.65597,-122.39171,352.6,2026-08-23,1052,N,VIIRS,n,2.0NRT,12.6,N
40.65383,-122.40047,330.9,2026-08-23,0822,N,VIIRS,n,2.0NRT,11.5,N
40.66431,-122.40312,338.5,2026-08-23,1042,N,VIIRS,n,2.0NRT,4.7,N
40.67637,-122.37902,346.0,2026-08-23,1052,N,VIIRS,n,2.0NRT,4.8,N
40.67914,-122.37035,334.2,2026-08-23,0912,N,VIIRS,n,2.0NRT,12.3,N
40.68146,-122.38709,337.7,2026-08-23,0942,N,VIIRS,n,2.0NRT,20.7,N
40.7103,-122.37555,336.8,2026-08-23,1002,N,VIIRS,n,2.0NRT,20.1,N
40.63461,-122.39905,337.5,2026-08-23,1032,N,VIIRS,n,2.0NRT,17.3,N
40.63693,-122.37967,328.9,2026-08-23,0802,N,VIIRS,n,2.0NRT,23.2,N
40.66769,-122.3889,339.1,2026-08-23,0812,N,VIIRS,n,2.0NRT,3.6,N
40.70821,-122.36957,337.4,2026-08-23,0932,N,VIIRS,n,2.0NRT,6.4,N
40.6838,-122.39769,337.2,2026-08-23,0902,N,VIIRS,n,2.0NRT,18.7,N
40.65102,-122.3793,334.6,2026-08-23,0832,N,VIIRS,n,2.0NRT,14.9,N
40.67329,-122.41527,344.6,2026-08-23,0902,N,VIIRS,n,2.0NRT,1.3,N
40.66657,-122.37973,341.3,2026-08-23,0822,N,VIIRS,n,2.0NRT,37.0,N
40.66591,-122.39545,340.6,2026-08-23,0822,N,VIIRS,n,2.0NRT,10.8,N
40.65975,-122.38336,341.4,2026-08-23,1022,N,VIIRS,n,2.0NRT,29.1,N
40.67173,-122.36851,344.6,2026-08-23,1012,N,VIIRS,n,2.0NRT,20.7,N
40.69054,-122.38559,339.3,2026-08-23,1052,N,VIIRS,n,2.0NRT,24.6,N
40.66133,-122.37168,343.3,2026-08-23,0812,N,VIIRS,n,2.0NRT,7.4,N
40.68161,-122.38825,347.3,2026-08-23,0942,N,VIIRS,n,2.0NRT,23.4,N
40.68502,-122.36139,345.4,2026-08-23,0822,N,VIIRS,n,2.0NRT,31.5,N
40.69454,-122.34621,341.3,2026-08-23,0852,N,VIIRS,n,2.0NRT,7.0,N
40.65354,-122.37974,340.1,2026-08-23,0942,N,VIIRS,n,2.0NRT,12.8,N
40.67021,-122.38186,338.7,2026-08-23,1052,N,VIIRS,n,2.0NRT,17.4,N
40.66957,-122.3836,351.4,2026-08-23,1012,N,VIIRS,n,2.0NRT,10.0,N
40.66986,-122.38074,346.5,2026-08-23,0802,N,VIIRS,n,2.0NRT,10.0,N
40.67466,-122.38022,341.5,2026-08-23,0952,N,VIIRS,n,2.0NRT,10.0,N
40.67107,-122.37578,334.8,2026-08-23,0902,N,VIIRS,n,2.0NRT,10.0,N
40.67597,-122.38134,342.9,2026-08-23,0922,N,VIIRS,n,2.0NRT,10.0,N
40.6722,-122.37416,339.7,2026-08-23,0902,N,VIIRS,n,2.0NRT,10.0,N
40.67648,-122.37987,329.6,2026-08-23,1032,N,VIIRS,n,2.0NRT,10.0,N
40.6709,-122.37382,337.4,2026-08-23,0922,N,VIIRS,n,2.0NRT,10.0,N
40.68025,-122.38597,327.4,2026-08-23,0812,N,VIIRS,n,2.0NRT,10.0,N
40.67855,-122.36849,342.2,2026-08-23,0952,N,VIIRS,n,2.0NRT,10.0,N
40.6845,-122.38315,346.8,2026-08-23,1032,N,VIIRS,n,2.0NRT,10.0,N
40.67751,-122.36846,329.1,2026-08-23,0812,N,VIIRS,n,2.0NRT,10.0,N
40.68876,-122.38654,348.8,2026-08-23,1052,N,VIIRS,n,2.0NRT,10.0,N
40.67838,-122.36645,335.1,2026-08-23,0822,N,VIIRS,n,2.0NRT,10.0,N
40.68911,-122.38637,334.1,2026-08-23,1042,N,VIIRS,n,2.0NRT,10.0,N
40.67977,-122.3644,342.8,2026-08-23,0812,N,VIIRS,n,2.0NRT,10.0,N
40.68911,-122.3876,341.9,2026-08-23,0832,N,VIIRS,n,2.0NRT,10.0,N
40.6797,-122.35863,342.8,2026-08-23,0842,N,VIIRS,n,2.0NRT,10.0,N
40.6881,-122.39337,347.4,2026-08-23,0822,N,VIIRS,n,2.0NRT,10.0,N
40.67896,-122.35874,336.7,2026-08-23,0852,N,VIIRS,n,2.0NRT,10.0,N
40.69351,-122.39262,347.1,2026-08-23,0822,N,VIIRS,n,2.0NRT,10.0,N
40.68222,-122.35908,345.0,2026-08-23,1032,N,VIIRS,n,2.0NRT,10.0,N
40.69272,-122.39268,336.4,2026-08-23,0822,N,VIIRS,n,2.0NRT,10.0,N
40.68192,-122.35791,340.0,2026-08-23,0822,N,VIIRS,n,2.0NRT,10.0,N
40.69688,-122.39232,335.9,2026-08-23,0942,N,VIIRS,n,2.0NRT,10.0,N
40.69013,-122.354,336.7,2026-08-23,0912,N,VIIRS,n,2.0NRT,10.0,N
40.7035,-122.394,335.1,2026-08-23,0812,N,VIIRS,n,2.0NRT,10.0,N
40.68865,-122.35426,339.7,2026-08-23,0852,N,VIIRS,n,2.0NRT,10.0,N
40.70544,-122.39582,338.0,2026-08-23,1022,N,VIIRS,n,2.0NRT,10.0,N
40.69122,-122.35133,343.5,2026-08-23,0822,N,VIIRS,n,2.0NRT,10.0,N
40.70359,-122.40145,348.7,2026-08-23,0952,N,VIIRS,n,2.0NRT,10.0,N
40.6946,-122.34905,341.7,2026-08-23,1052,N,VIIRS,n,2.0NRT,10.0,N
40.70578,-122.40464,347.7,2026-08-23,1012,N,VIIRS,n,2.0NRT,10.0,N
40.6927,-122.34707,341.6,2026-08-23,0932,N,VIIRS,n,2.0NRT,10.0,N
40.7099,-122.40125,334.0,2026-08-23,1022,N,VIIRS,n,2.0NRT,10.0,N
40.69346,-122.34662,337.5,2026-08-23,0802,N,VIIRS,n,2.0NRT,10.0,N
40.71183,-122.40399,339.9,2026-08-23,1012,N,VIIRS,n,2.0NRT,10.0,N
40.69696,-122.33876,337.2,2026-08-23,0922,N,VIIRS,n,2.0NRT,10.0,N
40.71452,-122.40402,349.4,2026-08-23,0832,N,VIIRS,n,2.0NRT,10.0,N
40.69345,-122.33859,347.4,2026-08-23,0842,N,VIIRS,n,2.0NRT,10.0,N
39.32194,-120.85966,339.0,2026-08-23,0852,N,VIIRS,n,2.0NRT,37.6,N
39.2872,-120.84802,337.6,2026-08-23,0932,N,VIIRS,n,2.0NRT,7.1,N
39.28341,-120.85336,332.8,2026-08-23,0852,N,VIIRS,n,2.0NRT,20.0,N
39.32602,-120.87674,345.2,2026-08-23,1052,N,VIIRS,n,2.0NRT,23.5,N
39.29009,-120.86445,345.3,2026-08-23,0812,N,VIIRS,n,2.0NRT,3.6,N
39.30711,-120.85512,350.5,2026-08-23,1022,N,VIIRS,n,2.0NRT,10.1,N
39.32759,-120.83664,343.5,2026-08-23,0932,N,VIIRS,n,2.0NRT,31.6,N
39.31493,-120.84796,355.8,2026-08-23,0902,N,VIIRS,n,2.0NRT,16.1,N
39.31351,-120.86207,333.9,2026-08-23,1012,N,VIIRS,n,2.0NRT,12.5,N
39.32,-120.86557,346.4,2026-08-23,0902,N,VIIRS,n,2.0NRT,10.5,N
39.3197,-120.83339,339.7,2026-08-23,0822,N,VIIRS,n,2.0NRT,19.7,N
39.31095,-120.85247,339.3,2026-08-23,0852,N,VIIRS,n,2.0NRT,12.7,N
39.3136,-120.89006,344.1,2026-08-23,1022,N,VIIRS,n,2.0NRT,11.9,N
39.31223,-120.85159,336.1,2026-08-23,0922,N,VIIRS,n,2.0NRT,14.9,N
39.30729,-120.84011,334.1,2026-08-23,0852,N,VIIRS,n,2.0NRT,35.8,N
39.30695,-120.86596,328.5,2026-08-23,0802,N,VIIRS,n,2.0NRT,19.9,N
39.30602,-120.84905,337.8,2026-08-23,0822,N,VIIRS,n,2.0NRT,4.9,N
39.30961,-120.84773,336.8,2026-08-23,0802,N,VIIRS,n,2.0NRT,11.7,N
39.32255,-120.8652,345.1,2026-08-23,0812,N,VIIRS,n,2.0NRT,31.8,N
39.31046,-120.83194,333.8,2026-08-23,1002,N,VIIRS,n,2.0NRT,22.9,N
39.28372,-120.84748,351.5,2026-08-23,0932,N,VIIRS,n,2.0NRT,16.7,N
39.2998,-120.85519,345.9,2026-08-23,0912,N,VIIRS,n,2.0NRT,81.4,N
39.29533,-120.85237,339.4,2026-08-23,0952,N,VIIRS,n,2.0NRT,7.5,N
39.33378,-120.8677,340.5,2026-08-23,1032,N,VIIRS,n,2.0NRT,21.8,N
39.29163,-120.86823,344.4,2026-08-23,0932,N,VIIRS,n,2.0NRT,38.7,N
39.33218,-120.85647,336.3,2026-08-23,0842,N,VIIRS,n,2.0NRT,7.1,N
39.30764,-120.85564,348.6,2026-08-23,0852,N,VIIRS,n,2.0NRT,36.0,N
39.29478,-120.85329,349.5,2026-08-23,0902,N,VIIRS,n,2.0NRT,22.0,N
39.34242,-120.83051,334.7,2026-08-23,0832,N,VIIRS,n,2.0NRT,20.2,N
39.29606,-120.84093,358.4,2026-08-23,0942,N,VIIRS,n,2.0NRT,28.9,N
39.29636,-120.87487,349.2,2026-08-23,1052,N,VIIRS,n,2.0NRT,5.6,N
39.32227,-120.83376,335.9,2026-08-23,1002,N,VIIRS,n,2.0NRT,27.7,N
41.02536,-123.30048,351.0,2026-08-23,1012,N,VIIRS,n,2.0NRT,25.4,N
41.02084,-123.31919,341.3,2026-08-23,0832,N,VIIRS,n,2.0NRT,14.1,N
41.04302,-123.31281,345.4,2026-08-23,1032,N,VIIRS,n,2.0NRT,4.3,N
41.05515,-123.29803,338.1,2026-08-23,0812,N,VIIRS,n,2.0NRT,9.2,N
41.06162,-123.29222,346.3,2026-08-23,0932,N,VIIRS,n,2.0NRT,13.8,N
41.06483,-123.30202,335.5,2026-08-23,0902,N,VIIRS,n,2.0NRT,19.2,N
41.05395,-123.29535,338.2,2026-08-23,0852,N,VIIRS,n,2.0NRT,17.5,N
41.05184,-123.30716,342.5,2026-08-23,1042,N,VIIRS,n,2.0NRT,8.9,N
41.04568,-123.31263,344.5,2026-08-23,0912,N,VIIRS,n,2.0NRT,16.6,N
41.05548,-123.30322,327.2,2026-08-23,0832,N,VIIRS,n,2.0NRT,5.8,N
41.04138,-123.31061,341.1,2026-08-23,1052,N,VIIRS,n,2.0NRT,11.0,N
41.03426,-123.28928,341.8,2026-08-23,0902,N,VIIRS,n,2.0NRT,2.3,N
41.05102,-123.31322,348.5,2026-08-23,0842,N,VIIRS,n,2.0NRT,7.7,N
41.06051,-123.30929,346.2,2026-08-23,0932,N,VIIRS,n,2.0NRT,26.6,N
41.03172,-123.28872,340.7,2026-08-23,0922,N,VIIRS,n,2.0NRT,7.3,N
41.04302,-123.30732,336.3,2026-08-23,1012,N,VIIRS,n,2.0NRT,3.8,N
41.05054,-123.28715,338.8,2026-08-23,0842,N,VIIRS,n,2.0NRT,7.0,N
41.05026,-123.31759,348.5,2026-08-23,0802,N,VIIRS,n,2.0NRT,2.1,N
41.05707,-123.3083,348.3,2026-08-23,1022,N,VIIRS,n,2.0NRT,21.0,N
41.07454,-123.30201,354.3,2026-08-23,0822,N,VIIRS,n,2.0NRT,21.5,N
41.02094,-123.29735,354.0,2026-08-23,0822,N,VIIRS,n,2.0NRT,3.9,N
41.04566,-123.28176,337.0,2026-08-23,1012,N,VIIRS,n,2.0NRT,6.8,N
41.05894,-123.27244,343.1,2026-08-23,1012,N,VIIRS,n,2.0NRT,5.5,N
41.02988,-123.30145,334.4,2026-08-23,0832,N,VIIRS,n,2.0NRT,19.2,N
41.04399,-123.32366,333.2,2026-08-23,0822,N,VIIRS,n,2.0NRT,7.1,N
41.06378,-123.30152,338.1,2026-08-23,0842,N,VIIRS,n,2.0NRT,5.1,N
41.05962,-123.26732,341.0,2026-08-23,0842,N,VIIRS,n,2.0NRT,8.7,N
41.04541,-123.30347,342.6,2026-08-23,0952,N,VIIRS,n,2.0NRT,7.5,N
41.05154,-123.28517,341.2,2026-08-23,0842,N,VIIRS,n,2.0NRT,3.6,N
41.04263,-123.3062,334.9,2026-08-23,0902,N,VIIRS,n,2.0NRT,12.9,N
41.06374,-123.29308,346.3,2026-08-23,0912,N,VIIRS,n,2.0NRT,1.3,N
41.02342,-123.31393,336.9,2026-08-23,1052,N,VIIRS,n,2.0NRT,2.7,N
41.06952,-123.29277,334.6,2026-08-23,1002,N,VIIRS,n,2.0NRT,12.7,N
41.04009,-123.30022,336.0,2026-08-23,0802,N,VIIRS,n,2.0NRT,14.7,N
41.05017,-123.28844,333.2,2026-08-23,0852,N,VIIRS,n,2.0NRT,3.8,N
41.03234,-123.30893,343.5,2026-08-23,0942,N,VIIRS,n,2.0NRT,4.3,N
41.05355,-123.2993,346.3,2026-08-23,1002,N,VIIRS,n,2.0NRT,4.9,N
41.05743,-123.31398,340.8,2026-08-23,1022,N,VIIRS,n,2.0NRT,7.8,N
41.05464,-123.28381,347.3,2026-08-23,1042,N,VIIRS,n,2.0NRT,3.7,N
41.05633,-123.29619,344.5,2026-08-23,0812,N,VIIRS,n,2.0NRT,13.0,N
41.04875,-123.30885,332.5,2026-08-23,0832,N,VIIRS,n,2.0NRT,6.6,N
41.04906,-123.28162,343.3,2026-08-23,0902,N,VIIRS,n,2.0NRT,8.6,N
35.42,-119.05,343.3,2026-08-23,0942,N,VIIRS,n,2.0NRT,4.0,N
35.423,-119.05,342.5,2026-08-23,1052,N,VIIRS,n,2.0NRT,4.0,N
35.417,-119.05,342.2,2026-08-23,0952,N,VIIRS,n,2.0NRT,4.0,N
40.6658,-122.3749,337.3,2026-08-24,1052,N,VIIRS,n,2.0NRT,19.3,N
40.66678,-122.38716,340.8,2026-08-24,0942,N,VIIRS,n,2.0NRT,18.6,N
40.65615,-122.34917,336.0,2026-08-24,1052,N,VIIRS,n,2.0NRT,21.3,N
40.70259,-122.36461,338.1,2026-08-24,0932,N,VIIRS,n,2.0NRT,20.2,N
40.72181,-122.38001,341.7,2026-08-24,0952,N,VIIRS,n,2.0NRT,20.2,N
40.74427,-122.38082,338.4,2026-08-24,0912,N,VIIRS,n,2.0NRT,12.3,N
40.68541,-122.38443,337.6,2026-08-24,1002,N,VIIRS,n,2.0NRT,11.4,N
40.68789,-122.35828,342.9,2026-08-24,0912,N,VIIRS,n,2.0NRT,9.3,N
40.67758,-122.33833,344.6,2026-08-24,0852,N,VIIRS,n,2.0NRT,2.3,N
40.68507,-122.37027,338.6,2026-08-24,0822,N,VIIRS,n,2.0NRT,20.3,N
40.66073,-122.36713,334.5,2026-08-24,1052,N,VIIRS,n,2.0NRT,13.3,N
